admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
106.1,1,1,1,0,0,1,18,0,12.7,3.7,-1.7,Dropout
124.3,1,0,1,1,0,1,19,0,15.5,2.8,-4.06,Graduate
124.3,1,0,0,1,0,1,20,0,9.4,-0.8,-3.12,Graduate
117.4,1,0,0,1,0,0,21,0,11.1,0.6,2.02,Graduate
112.7,0,0,0,1,0,0,21,0,10.8,1.4,1.74,Graduate
123.7,0,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
105.8,1,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
124.2,0,0,0,0,0,0,21,0,7.6,2.6,0.32,Dropout
122.3,0,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
123.7,0,0,0,1,0,1,19,0,8.9,1.4,3.51,Graduate
129.8,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
123.8,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
126.4,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
115.1,0,0,0,1,0,1,18,0,15.5,2.8,-4.06,Enrolled
138.4,0,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
118.2,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
121.7,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Dropout
118,0,0,0,1,0,1,18,0,11.1,0.6,2.02,Enrolled
119.8,0,0,0,1,0,0,18,0,11.1,0.6,2.02,Dropout
164.9,0,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
100,1,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
121.6,0,0,0,1,0,0,18,0,15.5,2.8,-4.06,Enrolled
120.4,1,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
117.8,0,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
110,0,0,0,1,0,0,40,0,9.4,-0.8,-3.12,Graduate
128.8,1,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
116.6,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Graduate
120,0,0,0,1,0,0,24,0,12.4,0.5,1.79,Dropout
157.5,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Dropout
136.3,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
121.5,1,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
133.9,0,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
136.8,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
133.5,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Graduate
130,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Dropout
140,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
132.7,1,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
117.8,0,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
126.1,1,0,0,1,0,1,19,0,11.1,0.6,2.02,Dropout
120,0,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
100,1,0,1,0,0,0,25,0,9.4,-0.8,-3.12,Dropout
116.8,0,0,0,1,0,0,20,0,12.7,3.7,-1.7,Graduate
128.3,0,0,1,0,0,0,23,0,8.9,1.4,3.51,Dropout
117,0,0,0,1,0,0,20,0,15.5,2.8,-4.06,Dropout
131.5,0,0,0,1,0,0,27,0,11.1,0.6,2.02,Graduate
134.8,0,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
146.6,1,0,1,1,0,0,18,0,9.4,-0.8,-3.12,Enrolled
130,1,0,1,0,0,0,23,0,13.9,-0.3,0.79,Dropout
127.5,1,0,0,1,0,1,19,0,7.6,2.6,0.32,Graduate
123,0,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
100,1,0,0,1,0,0,20,0,13.9,-0.3,0.79,Graduate
114.2,1,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
123.5,1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
144.3,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
142.2,0,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Enrolled
161.9,0,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
135.9,0,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
110.1,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
122.5,0,0,0,0,0,0,28,0,15.5,2.8,-4.06,Dropout
138.1,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Dropout
117.3,1,0,1,1,0,0,20,0,13.9,-0.3,0.79,Dropout
106.8,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
120.1,0,1,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
116.5,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
120,1,0,0,1,0,0,21,0,8.9,1.4,3.51,Enrolled
139.7,1,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
123.7,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
116.5,0,0,0,1,0,0,19,0,15.5,2.8,-4.06,Dropout
122.2,0,0,0,1,0,1,19,0,8.9,1.4,3.51,Graduate
146,0,0,1,1,0,0,20,0,16.2,0.3,-0.92,Graduate
108.8,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Enrolled
133,0,0,0,1,0,0,18,0,15.5,2.8,-4.06,Enrolled
123.8,0,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
120,0,0,0,1,0,0,18,0,8.9,1.4,3.51,Dropout
126.9,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
121.3,1,0,0,1,0,0,20,0,15.5,2.8,-4.06,Dropout
129,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
114.9,1,0,1,0,0,0,21,0,15.5,2.8,-4.06,Dropout
106.5,1,0,1,0,0,0,20,0,10.8,1.4,1.74,Dropout
133.9,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
124.9,0,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
128.5,1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
126.2,1,0,0,1,0,0,22,0,9.4,-0.8,-3.12,Dropout
121.7,1,0,0,0,0,0,22,0,9.4,-0.8,-3.12,Dropout
120,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Enrolled
113.2,0,0,0,1,0,0,21,0,7.6,2.6,0.32,Enrolled
120.3,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
127.8,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Dropout
123.3,1,0,0,1,0,1,20,0,9.4,-0.8,-3.12,Dropout
126.3,1,0,1,1,0,1,18,0,15.5,2.8,-4.06,Graduate
128.2,0,0,0,0,0,0,22,0,8.9,1.4,3.51,Dropout
134.9,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
140,0,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
115.5,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
106.7,1,0,0,1,0,1,20,0,11.1,0.6,2.02,Enrolled
140,0,0,0,1,0,0,25,0,15.5,2.8,-4.06,Enrolled
136.6,0,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
119.3,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
152,1,0,0,0,0,0,19,0,10.8,1.4,1.74,Dropout
144.3,0,0,0,1,0,0,20,0,13.9,-0.3,0.79,Graduate
159,1,0,0,1,0,0,25,0,12.4,0.5,1.79,Enrolled
129.5,1,0,0,1,0,1,20,0,7.6,2.6,0.32,Graduate
140,1,0,0,1,0,0,24,0,9.4,-0.8,-3.12,Enrolled
105.4,0,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
136,1,0,0,1,0,0,21,0,15.5,2.8,-4.06,Graduate
160,0,0,1,1,0,1,19,0,15.5,2.8,-4.06,Graduate
139.1,0,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
126.9,0,0,0,1,0,1,21,0,9.4,-0.8,-3.12,Graduate
184,0,0,0,1,0,0,28,0,15.5,2.8,-4.06,Graduate
125,1,0,1,0,0,1,19,0,10.8,1.4,1.74,Graduate
138.5,0,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
133.5,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
141.5,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
130,1,0,0,1,0,0,22,0,12.7,3.7,-1.7,Graduate
131,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Enrolled
145,0,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
114.3,0,0,0,0,0,0,20,0,15.5,2.8,-4.06,Dropout
108.3,0,0,0,0,0,0,26,0,12.4,0.5,1.79,Dropout
125.2,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
131.7,1,0,0,1,0,1,21,0,10.8,1.4,1.74,Dropout
126.3,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
147.6,1,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
125.1,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
123.8,0,0,0,1,0,1,19,0,12.7,3.7,-1.7,Enrolled
130.8,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Dropout
154.1,0,0,1,1,0,1,18,0,12.7,3.7,-1.7,Graduate
122.6,1,0,0,1,0,1,20,0,10.8,1.4,1.74,Enrolled
103.5,1,0,0,1,0,0,22,0,7.6,2.6,0.32,Graduate
132.8,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Enrolled
100,0,0,0,1,0,0,21,0,8.9,1.4,3.51,Graduate
115.8,0,0,0,1,0,0,18,0,13.9,-0.3,0.79,Enrolled
133.8,0,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
118.5,0,1,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
150.3,1,0,0,1,0,0,19,0,15.5,2.8,-4.06,Dropout
107.8,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Enrolled
127.5,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,Enrolled
120.5,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
117.3,1,0,0,1,0,0,19,0,8.9,1.4,3.51,Enrolled
120.6,1,0,0,0,0,0,19,0,10.8,1.4,1.74,Dropout
118.7,1,0,0,1,0,1,21,0,8.9,1.4,3.51,Graduate
130.8,0,0,0,1,0,1,20,1,15.5,2.8,-4.06,Graduate
112.6,1,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
117.2,0,0,0,1,0,0,41,0,7.6,2.6,0.32,Graduate
130,1,0,0,1,0,0,32,0,12.4,0.5,1.79,Enrolled
131.8,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
97,0,0,0,1,0,1,35,0,15.5,2.8,-4.06,Graduate
130,0,0,1,0,0,0,32,0,16.2,0.3,-0.92,Dropout
148,0,0,0,1,0,0,37,0,12.4,0.5,1.79,Graduate
103.4,0,0,0,1,0,0,30,0,12.7,3.7,-1.7,Dropout
127.1,0,0,0,1,1,0,23,0,7.6,2.6,0.32,Graduate
124,1,0,0,1,0,1,20,0,15.5,2.8,-4.06,Dropout
121.4,0,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Graduate
118.1,0,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
121.3,1,0,0,1,1,1,18,0,10.8,1.4,1.74,Graduate
119.5,0,0,0,1,1,0,18,0,10.8,1.4,1.74,Dropout
115.2,0,0,0,1,1,0,24,0,12.4,0.5,1.79,Enrolled
130.2,1,0,0,1,1,0,22,0,12.7,3.7,-1.7,Graduate
130,1,0,0,1,1,0,18,0,16.2,0.3,-0.92,Dropout
126.9,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
168.5,1,0,0,1,1,0,21,1,16.2,0.3,-0.92,Graduate
130,0,0,1,1,0,0,38,0,16.2,0.3,-0.92,Dropout
122.8,0,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
110,0,0,0,1,0,0,36,0,16.2,0.3,-0.92,Dropout
127.1,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
108.5,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
138.2,0,0,1,0,0,0,21,0,8.9,1.4,3.51,Dropout
96,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Enrolled
124.5,0,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
120,1,0,0,1,0,0,45,0,13.9,-0.3,0.79,Enrolled
132.3,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Dropout
120.7,1,0,1,1,0,0,18,0,13.9,-0.3,0.79,Graduate
132.6,0,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
140,0,0,0,1,0,0,25,0,10.8,1.4,1.74,Dropout
124.5,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
142,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
130,0,0,0,1,0,0,39,0,13.9,-0.3,0.79,Graduate
144,0,0,0,1,0,0,29,0,15.5,2.8,-4.06,Graduate
128.5,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Enrolled
140,0,0,0,0,0,0,23,0,10.8,1.4,1.74,Dropout
113.9,1,0,0,1,0,0,21,0,12.7,3.7,-1.7,Dropout
137.2,0,0,0,0,0,0,18,0,10.8,1.4,1.74,Graduate
140,1,0,0,1,0,0,23,0,12.4,0.5,1.79,Graduate
152.3,0,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
112.5,0,0,0,1,0,0,32,0,9.4,-0.8,-3.12,Graduate
101,0,0,1,0,0,0,29,0,10.8,1.4,1.74,Dropout
112.3,1,0,1,1,0,1,20,0,8.9,1.4,3.51,Graduate
114,1,0,0,0,0,0,28,0,9.4,-0.8,-3.12,Dropout
130,0,0,0,1,0,0,27,0,10.8,1.4,1.74,Graduate
121.5,0,0,1,1,0,0,22,0,7.6,2.6,0.32,Graduate
120,0,0,1,1,0,0,37,0,16.2,0.3,-0.92,Enrolled
130,0,0,0,0,0,0,28,0,12.7,3.7,-1.7,Dropout
125.7,0,0,1,0,0,0,43,0,8.9,1.4,3.51,Dropout
128,1,0,0,0,0,0,32,0,10.8,1.4,1.74,Dropout
113.2,0,0,0,1,0,1,20,0,15.5,2.8,-4.06,Enrolled
120,0,0,0,1,0,1,35,0,9.4,-0.8,-3.12,Graduate
117.8,1,0,0,1,0,0,21,0,7.6,2.6,0.32,Graduate
121.3,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Enrolled
169.7,0,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
117.7,1,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
121.8,1,0,0,1,0,0,22,0,12.4,0.5,1.79,Graduate
128.3,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
132.2,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
134.3,1,0,1,1,0,0,19,0,12.4,0.5,1.79,Dropout
123.4,0,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
121.7,0,0,1,0,0,0,31,0,16.2,0.3,-0.92,Dropout
130,0,0,1,1,0,1,33,0,9.4,-0.8,-3.12,Graduate
126.5,1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
159.7,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
151.3,0,0,0,1,0,0,23,0,7.6,2.6,0.32,Graduate
138,1,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
126.5,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
140,1,0,1,1,0,0,21,0,8.9,1.4,3.51,Enrolled
112.3,0,0,0,1,0,1,22,0,12.7,3.7,-1.7,Graduate
127.3,1,0,1,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
130,1,0,0,1,0,0,23,0,7.6,2.6,0.32,Graduate
115,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
131.5,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
125.7,0,0,0,1,0,0,26,0,10.8,1.4,1.74,Dropout
126.8,1,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
132.4,1,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Dropout
150,1,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate
95,0,0,0,1,1,0,19,0,15.5,2.8,-4.06,Dropout
128.2,0,0,0,0,1,0,32,0,10.8,1.4,1.74,Dropout
130,0,0,0,0,1,0,31,0,9.4,-0.8,-3.12,Dropout
100,0,0,0,1,1,0,25,0,13.9,-0.3,0.79,Enrolled
159.9,1,0,0,1,0,0,21,0,16.2,0.3,-0.92,Graduate
100,0,0,0,0,0,0,31,0,12.7,3.7,-1.7,Dropout
116.5,0,0,0,1,0,0,34,0,16.2,0.3,-0.92,Dropout
120,0,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
117,1,0,1,1,0,0,19,0,12.4,0.5,1.79,Dropout
140,1,0,1,1,0,0,21,0,8.9,1.4,3.51,Enrolled
118.1,1,0,0,0,0,0,18,0,9.4,-0.8,-3.12,Dropout
153.5,1,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
127.9,1,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
118.8,1,1,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
126.7,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
170,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,Enrolled
110,1,0,0,1,0,1,30,0,11.1,0.6,2.02,Dropout
115,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
119,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
121.8,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
133.4,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
131.4,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
135,0,0,1,1,1,0,25,0,13.9,-0.3,0.79,Dropout
122.8,0,0,0,1,1,0,19,0,12.4,0.5,1.79,Dropout
140,0,0,1,1,0,1,34,0,9.4,-0.8,-3.12,Graduate
125.3,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
126.3,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
100,0,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
121.3,1,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
135,0,0,1,1,0,0,23,0,8.9,1.4,3.51,Enrolled
120,0,0,0,1,0,0,28,0,10.8,1.4,1.74,Dropout
113.7,0,0,0,1,0,0,18,0,15.5,2.8,-4.06,Enrolled
129.7,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
132.1,1,0,0,1,0,0,34,0,7.6,2.6,0.32,Dropout
120.3,0,0,0,1,0,0,35,0,8.9,1.4,3.51,Dropout
120,0,0,0,1,0,0,32,0,12.4,0.5,1.79,Graduate
123.1,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
119.4,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
140,0,0,0,0,0,0,35,0,9.4,-0.8,-3.12,Dropout
116.5,0,0,0,1,1,1,24,0,12.4,0.5,1.79,Enrolled
113,1,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
133.9,1,0,0,1,1,1,18,1,16.2,0.3,-0.92,Graduate
115.5,1,0,0,1,1,1,20,0,10.8,1.4,1.74,Graduate
116.5,1,0,0,0,1,0,18,0,9.4,-0.8,-3.12,Dropout
171.2,0,0,0,1,1,1,18,0,12.4,0.5,1.79,Graduate
119.1,0,0,0,1,1,1,20,0,9.4,-0.8,-3.12,Graduate
121.1,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Dropout
132.9,1,0,0,1,1,1,20,0,7.6,2.6,0.32,Enrolled
132.8,0,0,0,1,1,0,19,0,10.8,1.4,1.74,Graduate
126.7,1,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
105.8,1,0,0,1,1,0,22,0,11.1,0.6,2.02,Graduate
117.2,0,0,0,1,1,1,18,0,11.1,0.6,2.02,Enrolled
140,0,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
120,0,0,0,1,1,0,22,0,13.9,-0.3,0.79,Dropout
119.5,1,0,0,1,1,0,20,1,8.9,1.4,3.51,Graduate
153.9,0,0,1,0,1,0,34,0,12.4,0.5,1.79,Dropout
130,0,0,0,1,1,0,24,0,16.2,0.3,-0.92,Dropout
107,1,0,0,1,1,0,26,0,7.6,2.6,0.32,Dropout
132.8,0,0,0,1,1,0,35,0,12.4,0.5,1.79,Dropout
127.5,1,0,0,1,1,0,22,0,7.6,2.6,0.32,Graduate
123.3,1,0,0,1,1,0,26,0,9.4,-0.8,-3.12,Enrolled
122,0,0,0,1,1,0,19,0,8.9,1.4,3.51,Dropout
114.8,1,0,0,0,1,0,19,0,8.9,1.4,3.51,Dropout
140,0,0,1,1,1,0,20,0,15.5,2.8,-4.06,Graduate
111,0,0,1,1,1,0,21,0,11.1,0.6,2.02,Graduate
133.2,1,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
123,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
150,0,0,0,1,0,1,23,0,8.9,1.4,3.51,Graduate
132.3,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
126,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
119.3,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
133.8,1,0,0,1,0,0,21,0,8.9,1.4,3.51,Graduate
126.5,1,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
138.4,1,0,0,1,0,1,24,0,10.8,1.4,1.74,Graduate
129,1,0,0,1,0,0,18,0,16.2,0.3,-0.92,Dropout
118.3,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Enrolled
129.8,1,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
113.6,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Enrolled
128.3,1,0,0,0,0,1,18,0,7.6,2.6,0.32,Dropout
130,0,0,0,1,0,1,19,0,10.8,1.4,1.74,Dropout
121.9,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
129.4,0,0,1,1,0,0,18,0,10.8,1.4,1.74,Graduate
115.3,1,0,0,1,0,0,20,0,11.1,0.6,2.02,Enrolled
125.5,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
117.8,1,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
118.7,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Enrolled
139,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
98.9,1,0,0,1,0,0,21,0,11.1,0.6,2.02,Enrolled
137.7,1,0,1,0,0,0,19,0,7.6,2.6,0.32,Dropout
113.6,1,0,0,1,0,0,21,0,12.4,0.5,1.79,Graduate
113.4,0,0,0,1,0,0,18,0,11.1,0.6,2.02,Enrolled
128.5,0,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
142.8,0,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
137.7,0,0,0,0,0,0,23,0,10.8,1.4,1.74,Dropout
103.5,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,Enrolled
123.2,0,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
126,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Enrolled
121.7,0,0,0,1,0,1,27,0,12.4,0.5,1.79,Enrolled
142.8,1,0,1,0,0,1,19,0,11.1,0.6,2.02,Enrolled
120,1,0,0,1,0,0,21,0,15.5,2.8,-4.06,Dropout
119.3,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
121,0,0,0,1,0,1,21,0,13.9,-0.3,0.79,Graduate
139.4,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
113.9,1,0,0,1,0,1,20,0,12.7,3.7,-1.7,Graduate
124.6,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
123.8,1,0,1,0,0,1,18,0,12.7,3.7,-1.7,Dropout
126.3,1,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
120.4,1,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
120.5,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Enrolled
144.9,1,0,1,0,0,0,23,0,8.9,1.4,3.51,Enrolled
139.9,1,0,0,1,0,1,24,0,8.9,1.4,3.51,Graduate
133.3,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
126,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
133.5,0,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
127.9,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Dropout
105.9,0,0,0,1,0,1,20,0,11.1,0.6,2.02,Enrolled
124.3,0,0,0,1,0,0,20,0,13.9,-0.3,0.79,Enrolled
102.5,0,0,0,1,0,0,26,0,7.6,2.6,0.32,Dropout
97,0,0,1,0,1,0,36,0,15.5,2.8,-4.06,Dropout
134.7,0,0,0,0,1,0,19,0,10.8,1.4,1.74,Dropout
113.8,0,0,0,0,1,0,27,0,15.5,2.8,-4.06,Dropout
116.9,0,0,0,1,1,0,18,0,8.9,1.4,3.51,Dropout
124,1,0,0,1,1,1,18,0,10.8,1.4,1.74,Graduate
117.5,0,0,0,1,1,0,28,0,12.4,0.5,1.79,Dropout
154.8,1,0,0,1,1,0,21,0,12.4,0.5,1.79,Graduate
141,0,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
120,0,0,1,0,1,0,26,0,9.4,-0.8,-3.12,Dropout
133.6,1,0,0,1,1,0,20,0,11.1,0.6,2.02,Dropout
122,1,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
120,1,0,0,1,1,0,21,0,12.7,3.7,-1.7,Dropout
114.2,0,0,0,1,1,1,23,0,8.9,1.4,3.51,Graduate
95.5,0,0,0,1,1,0,29,0,11.1,0.6,2.02,Graduate
120,0,0,0,1,1,0,20,0,12.7,3.7,-1.7,Graduate
111.1,0,0,0,1,1,0,18,0,15.5,2.8,-4.06,Graduate
128.6,1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
130,0,0,0,0,1,0,23,0,10.8,1.4,1.74,Dropout
111.1,0,0,0,1,1,0,21,0,13.9,-0.3,0.79,Dropout
122.7,1,0,0,1,1,0,18,0,15.5,2.8,-4.06,Enrolled
134.4,1,0,0,1,1,1,18,0,10.8,1.4,1.74,Graduate
131,1,0,1,0,1,0,21,0,9.4,-0.8,-3.12,Dropout
125,0,0,0,1,1,0,22,0,11.1,0.6,2.02,Dropout
106,1,0,0,1,1,0,21,0,8.9,1.4,3.51,Graduate
128,1,0,0,0,1,0,32,0,16.2,0.3,-0.92,Dropout
120,1,0,0,1,1,0,27,0,15.5,2.8,-4.06,Graduate
134.8,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Graduate
112,1,0,0,1,1,1,24,0,15.5,2.8,-4.06,Graduate
116.1,1,0,0,1,1,0,22,0,12.7,3.7,-1.7,Dropout
120,1,0,0,0,1,0,22,0,10.8,1.4,1.74,Dropout
119.7,1,0,0,1,1,0,19,0,13.9,-0.3,0.79,Graduate
117.1,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Dropout
112.4,1,0,0,1,1,0,21,0,10.8,1.4,1.74,Enrolled
131,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
130.9,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
